annotation,comment_id,worker,country,all toxic,not toxic
176,558786,3403,VEN,False,False
177,558786,2856,USA,False,False
178,5966335,532,VEN,False,False
179,5966335,2742,USA,False,False
180,5966335,748,VEN,False,True
181,5966335,1047,VEN,False,False
182,5869609,1734,USA,False,False
183,5869609,827,COL,False,False
184,5869609,2408,USA,False,False
185,5967240,524,VEN,False,False
186,5967240,2640,USA,False,False
187,5967240,2710,USA,False,False
188,5967240,3078,VEN,False,False
189,5967240,1273,VEN,True,False
190,6044698,1316,USA,False,False
191,6044698,2197,USA,False,False
192,6044698,2614,VEN,False,False
193,6044698,2368,USA,False,False
194,6044698,3403,VEN,False,False
195,5362457,3406,VEN,False,False
196,5362457,2906,VEN,False,False
197,5362457,414,VEN,False,False
198,5362457,1410,VEN,False,False
199,5362457,3203,USA,False,False
200,6175119,1048,USA,False,False
201,6175119,2879,VEN,False,False
202,6175119,252,USA,False,False
203,6175119,1345,USA,False,False
204,512439,2030,VEN,True,True
205,512439,418,VEN,True,True
206,512439,451,USA,False,False
207,512439,2930,USA,False,False
208,512439,631,USA,False,False
209,4987074,757,USA,False,False
210,4987074,3238,USA,False,False
211,4987074,924,PER,False,False
212,4987074,1799,USA,False,False
213,4987074,927,USA,False,False
214,5103385,1734,USA,False,False
215,5103385,899,USA,False,True
216,5103385,827,COL,True,True
217,5103385,3549,USA,False,False
218,5103385,737,USA,True,True
219,5305155,418,VEN,True,True
220,5305155,2552,VEN,False,True
221,5305155,2197,USA,True,True
222,5305155,2614,VEN,True,True
223,5305155,631,USA,True,True
224,900992,984,EGY,True,True
225,900992,2633,USA,False,False
226,900992,2428,USA,True,True
227,900992,542,USA,False,False
228,6209917,3406,VEN,False,False
229,6209917,2906,VEN,True,True
230,6209917,414,VEN,True,True
231,6209917,1410,VEN,True,True
232,6209917,3203,USA,False,True
233,5924727,3037,VEN,False,False
234,5924727,2212,USA,False,False
235,5924727,1274,VEN,True,True
236,5924727,2624,RUS,False,False
237,5354845,1921,VEN,False,False
238,5354845,3037,VEN,False,False
239,5354845,1274,VEN,False,False
240,5354845,2732,USA,False,False
241,5354845,609,SRB,False,False
242,6165992,3438,USA,False,False
243,6165992,757,USA,False,False
244,6165992,3238,USA,False,False
245,6165992,1593,VEN,False,False
246,6165992,3568,USA,False,False
247,6079917,2254,EGY,False,False
248,6079917,3549,USA,False,False
249,6079917,2811,USA,False,False
250,5498421,868,USA,False,False
251,5498421,2552,VEN,False,False
252,5498421,3403,VEN,False,False
253,5498421,2856,USA,False,False
254,5617341,1967,USA,False,False
255,5617341,3438,USA,True,True
256,5617341,3037,VEN,False,False
257,5617341,1380,USA,True,True
258,5863739,1967,USA,False,False
259,5863739,3226,USA,False,False
260,5863739,2212,USA,False,False
261,5863739,2732,USA,False,False
262,596926,415,USA,False,False
263,596926,1135,USA,False,False
264,596926,881,VEN,False,False
265,6271533,118,USA,False,False
266,6271533,1799,USA,False,False
267,6271533,1593,VEN,False,False
268,6271533,1032,VEN,False,False
269,4997495,2640,USA,False,False
270,4997495,1135,USA,False,False
271,4997495,881,VEN,False,False
272,5237763,3037,VEN,False,False
273,5237763,2212,USA,False,False
274,5237763,1274,VEN,False,False
275,5237763,2732,USA,False,False
276,5016360,2076,USA,False,False
277,5016360,533,EGY,False,False
278,5016360,2640,USA,False,False
279,5016360,3521,USA,False,False
280,329142,2742,USA,False,False
281,329142,748,VEN,False,False
282,329142,1380,USA,False,False
283,329142,2588,UKR,False,False
284,5725969,868,USA,False,False
285,5725969,1765,VEN,False,False
286,5725969,1295,USA,True,True
287,5725969,1298,VEN,False,False
288,479261,2552,VEN,False,False
289,479261,2197,USA,False,True
290,479261,2614,VEN,False,False
291,479261,2257,USA,False,False
292,479261,2368,USA,False,False
293,5288134,1048,USA,False,False
294,5288134,2879,VEN,False,False
295,5288134,252,USA,False,False
296,5288134,1345,USA,False,False
297,5288134,2074,IND,False,False
298,5061247,272,VEN,False,False
299,5061247,984,EGY,False,False
300,5061247,2633,USA,False,False
301,5061247,1409,USA,False,True
302,5061247,542,USA,False,False
303,6145545,971,EGY,False,False
304,6145545,169,VEN,False,False
305,6145545,2844,USA,False,False
306,6145545,3397,USA,False,False
307,466341,524,VEN,False,False
308,466341,2640,USA,False,False
309,466341,415,USA,False,False
310,466341,2710,USA,False,False
311,466341,1273,VEN,True,False
312,920115,532,VEN,False,False
313,920115,1734,USA,False,False
314,920115,899,USA,False,False
315,920115,2742,USA,False,False
316,920115,1047,VEN,False,False
317,4974633,868,USA,False,False
318,4974633,1316,USA,False,False
319,4974633,1295,USA,False,False
320,4974633,2640,USA,False,False
321,6145013,532,VEN,False,False
322,6145013,1734,USA,False,False
323,6145013,2742,USA,True,True
324,6145013,1047,VEN,False,False
325,882587,1921,VEN,False,False
326,882587,1274,VEN,True,True
327,882587,3078,VEN,False,False
328,882587,1701,VEN,True,False
329,882587,609,SRB,True,True
330,562044,2254,EGY,False,False
331,562044,3549,USA,False,False
332,562044,2811,USA,False,False
333,562044,1380,USA,True,True
334,562044,2640,USA,False,False
335,5101797,532,VEN,False,False
336,5101797,748,VEN,False,False
337,5101797,1047,VEN,False,False
338,5101797,1298,VEN,False,False
339,6186300,971,EGY,False,False
340,6186300,169,VEN,False,False
341,6186300,2844,USA,True,True
342,6186300,3397,USA,False,False
343,6021467,272,VEN,False,False
344,6021467,984,EGY,False,False
345,6021467,2633,USA,False,False
346,6021467,2428,USA,False,False
347,6021467,542,USA,False,False
348,5382804,118,USA,False,False
349,5382804,2347,VEN,False,False
350,5382804,517,USA,False,False
351,5382804,1032,VEN,False,False
352,5382804,2701,USA,False,False
353,962071,2552,VEN,True,False
354,962071,2197,USA,True,False
355,962071,2614,VEN,True,False
356,962071,2368,USA,False,False
357,962071,3403,VEN,False,False
358,5299608,2347,VEN,False,False
359,5299608,924,PER,False,False
360,5299608,517,USA,False,False
361,5299608,2701,USA,False,False
362,5299608,737,USA,False,False
363,768406,757,USA,False,False
364,768406,924,PER,False,False
365,768406,1799,USA,False,False
366,768406,927,USA,False,False
367,440035,2030,VEN,True,True
368,440035,418,VEN,True,True
369,440035,451,USA,False,False
370,440035,2930,USA,False,False
371,440035,1298,VEN,False,False
372,5267453,2254,EGY,False,False
373,5267453,2408,USA,False,False
374,5267453,2811,USA,False,False
375,5267453,2588,UKR,False,False
376,5533952,532,VEN,False,False
377,5533952,1734,USA,False,False
378,5533952,1047,VEN,False,False
379,5533952,737,USA,False,False
380,5587353,2254,EGY,False,False
381,5587353,2408,USA,False,False
382,5587353,2811,USA,False,False
383,5587353,2588,UKR,False,False
384,5035149,2030,VEN,True,True
385,5035149,34,VEN,False,False
386,5035149,451,USA,False,False
387,5035149,2930,USA,False,False
388,5035149,2257,USA,False,False
389,5262078,2347,VEN,False,False
390,5262078,924,PER,False,False
391,5262078,517,USA,False,False
392,5262078,2701,USA,False,False
393,5262078,2732,USA,False,False
394,5743208,971,EGY,False,False
395,5743208,169,VEN,False,False
396,5743208,2844,USA,False,False
397,5743208,3397,USA,False,False
398,5149218,34,VEN,False,False
399,5149218,2076,USA,False,False
400,5149218,2257,USA,False,False
401,5149218,533,EGY,False,False
402,5149218,609,SRB,False,False
403,5524604,34,VEN,False,False
404,5524604,2076,USA,False,False
405,5524604,533,EGY,False,False
406,5524604,2067,USA,False,False
407,5524604,3521,USA,False,False
408,683914,3387,USA,True,True
409,683914,272,VEN,False,False
410,683914,1409,USA,False,True
411,683914,542,USA,False,False
412,683914,1298,VEN,False,False
413,5444888,971,EGY,False,False
414,5444888,169,VEN,False,False
415,5444888,2844,USA,False,False
416,5444888,3397,USA,False,False
417,627801,524,VEN,False,False
418,627801,1921,VEN,False,False
419,627801,2710,USA,False,False
420,627801,3078,VEN,False,False
421,627801,1273,VEN,True,False
422,4968790,524,VEN,False,False
423,4968790,415,USA,False,False
424,4968790,2710,USA,False,False
425,4968790,3078,VEN,False,False
426,4968790,1273,VEN,True,False
427,5010086,2640,USA,False,False
428,5010086,1135,USA,False,False
429,5010086,881,VEN,True,False
430,5010086,498,TUR,False,False
431,845275,3238,USA,False,False
432,845275,1799,USA,False,False
433,845275,927,USA,False,False
434,845275,1032,VEN,False,False
435,845275,3568,USA,False,False
436,5867865,1921,VEN,False,False
437,5867865,1274,VEN,False,False
438,5867865,3078,VEN,False,False
439,5867865,2705,VEN,False,False
440,843332,1982,VEN,True,True
441,843332,84,VEN,False,False
442,843332,144,USA,False,False
443,843332,71,EGY,False,True
444,5346059,1416,PER,False,False
445,5346059,305,USA,False,False
446,5346059,1900,VEN,False,False
447,329535,2862,USA,False,False
448,329535,1247,PER,False,False
449,329535,2620,USA,False,False
450,5388672,899,USA,False,False
451,5388672,3381,VEN,False,False
452,5388672,2710,USA,True,True
453,5388672,1450,VEN,False,False
454,763785,2186,USA,False,False
455,763785,1043,USA,False,False
456,763785,519,USA,False,False
457,498684,2585,USA,False,False
458,498684,67,VEN,False,False
459,498684,1272,USA,True,False
460,498684,2930,USA,True,True
461,5325801,2186,USA,False,False
462,5325801,928,TUR,False,False
463,5325801,2372,VEN,False,False
464,711739,2406,USA,False,False
465,711739,2255,USA,False,False
466,711739,2652,PER,True,True
467,711739,3307,USA,True,True
468,711739,2756,USA,False,False
469,847256,845,USA,False,False
470,847256,2210,VEN,False,False
471,847256,3136,EGY,False,False
472,6047808,3310,VEN,False,False
473,6047808,3136,EGY,False,False
474,6047808,2346,EGY,False,False
475,5525528,2347,VEN,False,False
476,5525528,1048,USA,False,False
477,5525528,3301,USA,False,False
478,5525528,2165,USA,False,False
479,1014859,981,VEN,True,True
480,1014859,1083,USA,True,True
481,1014859,1237,VEN,False,False
482,1014859,352,VEN,False,False
483,5538124,2347,VEN,False,False
484,5538124,2383,VEN,False,False
485,5538124,3139,VEN,False,False
486,985067,3098,PER,False,False
487,985067,457,USA,False,False
488,985067,3242,VEN,False,False
489,5484787,3301,USA,False,False
490,5484787,256,USA,False,False
491,5484787,173,EGY,False,False
492,5843929,845,USA,True,True
493,5843929,1806,USA,False,False
494,5843929,2949,VEN,False,False
495,778982,415,USA,False,True
496,778982,2809,USA,False,False
497,778982,460,VEN,True,True
498,924068,3406,VEN,False,False
499,924068,192,USA,False,False
500,924068,2480,VEN,False,False
501,729076,150,USA,True,True
502,729076,1722,USA,True,True
503,729076,1333,USA,True,True
504,729076,61,VEN,False,False
505,5294920,2,USA,False,False
506,5294920,734,USA,False,False
507,5294920,132,EGY,False,False
508,5294920,451,USA,False,False
509,843955,2652,PER,False,False
510,843955,2422,VEN,False,False
511,843955,2780,USA,False,False
512,6303699,1991,VEN,False,False
513,6303699,2646,USA,True,True
514,6303699,2440,USA,False,False
515,6303699,398,USA,False,False
516,643450,3199,USA,False,False
517,643450,588,EGY,True,True
518,643450,2498,USA,False,False
519,741483,3556,USA,False,False
520,741483,1003,VEN,False,False
521,741483,3326,VEN,False,False
522,5995015,1032,VEN,False,False
523,5995015,2100,VEN,False,False
524,5995015,2004,VEN,False,False
525,6185054,2004,VEN,False,False
526,6185054,2801,VEN,False,False
527,6185054,1236,VEN,False,False
528,6013265,3556,USA,False,False
529,6013265,1044,USA,False,False
530,6013265,2998,USA,True,True
531,265817,556,USA,True,True
532,265817,745,USA,False,False
533,265817,2593,USA,False,False
534,5491064,395,USA,False,False
535,5491064,882,VEN,False,False
536,5491064,148,PER,False,False
537,5491064,1420,USA,True,False
538,5733917,845,USA,False,False
539,5733917,2018,VEN,False,False
540,5733917,1516,USA,False,False
541,5733917,2414,VEN,True,True
542,6321646,1991,VEN,True,True
543,6321646,3307,USA,False,False
544,6321646,1487,USA,False,False
545,6321646,613,VEN,False,False
546,6321646,3164,VEN,False,False
547,1081907,734,USA,False,False
548,1081907,2085,VEN,False,False
549,1081907,2993,USA,False,False
550,5065001,738,USA,False,False
551,5065001,984,EGY,False,False
552,5065001,1555,EGY,False,False
553,5223575,2930,USA,False,False
554,5223575,1623,VEN,False,False
555,5223575,173,EGY,False,False
556,5488162,1606,COL,False,False
557,5488162,561,EGY,True,True
558,5488162,983,EGY,False,False
559,465880,415,USA,False,True
560,465880,84,VEN,False,False
561,465880,2654,USA,True,True
562,6287700,1819,USA,False,False
563,6287700,1784,PAK,False,False
564,6287700,1200,USA,False,False
565,742002,414,VEN,False,False
566,742002,1958,EGY,False,False
567,742002,1197,USA,False,False
568,742002,1878,VEN,False,False
569,402894,148,PER,True,True
570,402894,911,USA,False,False
571,402894,2979,EGY,False,False
572,672383,3245,EGY,True,True
573,672383,326,EGY,True,True
574,672383,2044,VEN,False,False
575,740102,1304,USA,False,False
576,740102,2496,VEN,False,False
577,740102,1066,VEN,False,False
578,570836,2939,USA,False,False
579,570836,379,EGY,False,False
580,570836,3229,USA,False,False
581,6305713,1067,USA,False,False
582,6305713,1982,VEN,False,False
583,6305713,415,USA,False,True
584,6305713,398,USA,False,False
585,6305713,3493,VEN,False,False
586,5526302,981,VEN,False,False
587,5526302,3556,USA,False,False
588,5526302,1606,COL,False,False
589,259070,3199,USA,False,False
590,259070,2993,USA,True,True
591,259070,2498,USA,False,False
592,298524,1043,USA,False,False
593,298524,2629,USA,False,False
594,298524,1929,VEN,False,False
595,832684,3245,EGY,False,False
596,832684,356,VEN,False,False
597,832684,2500,PER,False,False
598,832684,994,EGY,False,False
599,6014797,1796,USA,False,False
600,6014797,2440,USA,False,False
601,6014797,2675,USA,False,False
602,6014797,1138,USA,False,False
603,518525,141,VEN,False,False
604,518525,2947,VEN,False,False
605,518525,1937,SRB,False,False
606,5886114,116,VEN,False,False
607,5886114,1320,USA,False,False
608,5886114,551,VEN,False,False
609,6013446,2895,EGY,False,False
610,6013446,2623,USA,False,False
611,6013446,2976,VEN,False,False
612,6238650,414,VEN,False,False
613,6238650,3364,USA,False,False
614,6238650,115,VEN,False,False
615,6238650,1650,USA,False,False
616,6238650,1759,VEN,False,False
617,6238650,2660,USA,False,False
618,395599,1972,ARG,False,False
619,395599,1764,VEN,False,False
620,395599,2906,VEN,False,False
621,5606747,2837,USA,True,True
622,5606747,1717,USA,False,False
623,5606747,381,VEN,False,False
624,5606747,1448,VEN,False,False
625,6016142,1947,VEN,False,False
626,6016142,1694,VEN,False,False
627,6016142,2660,USA,False,False
628,5708013,556,USA,True,True
629,5708013,2625,VEN,True,True
630,5708013,1818,USA,False,False
631,5708013,2271,VEN,False,False
632,5768204,2255,USA,False,False
633,5768204,1486,VEN,False,False
634,5768204,1049,USA,False,False
635,5415052,2255,USA,False,False
636,5415052,1486,VEN,False,False
637,5415052,582,VEN,False,False
638,259064,3006,VEN,False,False
639,259064,2364,VEN,False,False
640,259064,1079,USA,False,False
641,350877,1742,POL,False,False
642,350877,1106,VEN,False,False
643,350877,2949,VEN,False,False
644,706298,3307,USA,False,False
645,706298,3178,VEN,False,False
646,706298,2477,VEN,False,False
647,5346539,845,USA,False,False
648,5346539,2347,VEN,False,False
649,5346539,2018,VEN,False,False
650,5346539,2108,EGY,False,False
651,5346539,2414,VEN,False,False
652,4996983,2709,VEN,False,False
653,4996983,1839,USA,False,False
654,4996983,345,VEN,False,False
655,445173,1048,USA,False,False
656,445173,395,USA,False,False
657,445173,3245,EGY,False,False
658,445173,132,EGY,False,False
659,445173,1157,USA,False,False
660,445173,2817,USA,False,False
661,5952829,2347,VEN,True,True
662,5952829,2383,VEN,True,True
663,5952829,3139,VEN,False,False
664,6077888,556,USA,True,True
665,6077888,1921,VEN,True,True
666,6077888,479,USA,True,True
667,915968,2,USA,False,False
668,915968,3310,VEN,False,False
669,915968,2168,USA,False,False
670,915968,2217,USA,True,True
671,6115281,1672,VEN,False,False
672,6115281,2165,USA,False,False
673,6115281,318,ARG,False,False
674,407734,1356,VEN,False,True
675,407734,1583,VEN,False,False
676,407734,498,TUR,False,False
677,5561909,1991,VEN,False,False
678,5561909,235,VEN,False,False
679,5561909,3136,EGY,False,False
680,5561909,194,USA,False,False
681,466510,2381,VEN,True,False
682,466510,2198,VEN,False,False
683,466510,3509,VEN,False,False
684,6101308,1606,COL,False,False
685,6101308,1818,USA,False,False
686,6101308,3219,VEN,False,False
687,5637277,2947,VEN,False,False
688,5637277,498,TUR,False,False
689,5637277,582,VEN,False,False
690,5783484,164,USA,True,True
691,5783484,116,VEN,False,False
692,5783484,3568,USA,False,False
693,1027300,2347,VEN,True,True
694,1027300,2837,USA,False,False
695,1027300,3274,USA,False,False
696,1027300,403,VEN,False,False
697,1027300,3041,USA,False,False
698,5343379,395,USA,True,True
699,5343379,3364,USA,False,False
700,5343379,1469,USA,True,False
701,5343379,301,USA,False,False
702,5343379,2196,EGY,True,True
703,660322,1796,USA,False,False
704,660322,886,VEN,False,False
705,660322,3348,VEN,False,False
706,660322,2004,VEN,False,False
707,5140843,1416,PER,False,False
708,5140843,1900,VEN,True,False
709,5140843,2075,VEN,False,False
710,5046590,48,USA,False,False
711,5046590,1068,VEN,False,False
712,5046590,2221,VEN,False,False
713,5548014,556,USA,True,True
714,5548014,2271,VEN,False,False
715,5548014,304,USA,False,False
716,731845,410,USA,True,True
717,731845,2974,EGY,True,True
718,731845,785,USA,True,True
719,5812685,395,USA,False,False
720,5812685,415,USA,False,True
721,5812685,556,USA,False,False
722,5812685,1104,VEN,False,False
723,5812685,1984,VEN,False,False
724,5400646,2430,USA,False,True
725,5400646,1712,USA,False,False
726,5400646,3558,USA,False,False
727,5400646,2298,EGY,False,False
728,5828031,2430,USA,False,True
729,5828031,1067,USA,False,False
730,5828031,664,VEN,False,False
731,5828031,2215,USA,False,False
732,5828031,344,VEN,False,False
733,998948,2098,USA,False,False
734,998948,1345,USA,False,False
735,998948,1623,VEN,False,False
736,6298703,2738,USA,False,False
737,6298703,806,USA,False,False
738,6298703,2359,VEN,False,False
739,5850298,3367,VEN,False,False
740,5850298,3261,PER,False,False
741,5850298,2654,USA,True,True
742,518642,556,USA,False,False
743,518642,2625,VEN,False,False
744,518642,2675,USA,False,False
745,873177,1606,COL,False,False
746,873177,1958,EGY,False,False
747,873177,1320,USA,False,False
748,369457,1764,VEN,False,False
749,369457,132,EGY,True,True
750,369457,767,USA,True,False
751,696172,3556,USA,False,False
752,696172,1181,VEN,False,False
753,696172,247,USA,False,False
754,6118566,395,USA,False,False
755,6118566,882,VEN,False,False
756,6118566,3190,VEN,False,False
757,6118566,3438,USA,True,True
758,962602,1505,VEN,False,False
759,962602,1818,USA,False,False
760,962602,3219,VEN,False,True
761,1001397,115,VEN,True,True
762,1001397,2031,VEN,False,False
763,1001397,2588,UKR,False,False
764,1001397,2530,EGY,True,True
765,5460234,1398,VEN,False,False
766,5460234,3234,VEN,False,False
767,5460234,1949,EGY,False,False
768,5014240,1896,VEN,False,False
769,5014240,747,VEN,False,False
770,5014240,1806,USA,False,False
771,6209216,2078,SRB,False,False
772,6209216,711,VEN,False,False
773,6209216,3284,VEN,False,False
774,296839,415,USA,False,True
775,296839,734,USA,False,False
776,296839,1525,VEN,False,False
777,296839,2391,VEN,False,False
778,5114311,1304,USA,True,True
779,5114311,2496,VEN,False,False
780,5114311,1977,VEN,True,True
781,5200611,628,USA,False,False
782,5200611,2705,VEN,False,False
783,5200611,1142,USA,True,True
784,5448957,2705,VEN,False,False
785,5448957,3296,EGY,False,False
786,5448957,1142,USA,False,False
787,6033133,556,USA,False,False
788,6033133,141,VEN,False,False
789,6033133,2585,USA,False,False
790,6033133,3215,VEN,False,False
791,6206805,2,USA,False,False
792,6206805,2430,USA,False,True
793,6206805,3156,VEN,False,False
794,924267,2872,EGY,True,True
795,924267,2930,USA,True,True
796,924267,635,USA,False,False
797,5759485,115,VEN,False,False
798,5759485,1794,VEN,False,False
799,5759485,655,VEN,False,False
800,5759485,811,USA,False,False
801,868901,734,USA,False,False
802,868901,115,VEN,False,False
803,868901,899,USA,False,False
804,868901,1765,VEN,False,True
805,868901,398,USA,False,False
806,6123975,556,USA,False,False
807,6123975,2085,VEN,True,True
808,6123975,3109,VEN,False,False
809,5352277,1067,USA,False,False
810,5352277,1982,VEN,False,False
811,5352277,545,EGY,False,False
812,5352277,1721,EGY,False,False
813,5352277,231,USA,False,False
814,5348290,1806,USA,False,False
815,5348290,383,VEN,False,True
816,5348290,474,ARG,False,False
817,327386,2430,USA,False,True
818,327386,1712,USA,False,False
819,327386,2298,EGY,False,False
820,327386,1701,VEN,True,False
821,5340800,2631,USA,False,False
822,5340800,414,VEN,True,True
823,5340800,1467,USA,False,False
824,5340800,2496,VEN,False,False
825,5340800,3109,VEN,False,False
826,437047,1048,USA,False,False
827,437047,3556,USA,False,False
828,437047,1416,PER,False,False
829,437047,35,USA,False,False
830,952593,2406,USA,False,False
831,952593,2255,USA,False,False
832,952593,2460,VEN,False,False
833,952593,3464,PER,False,False
834,952593,3472,VEN,False,False
835,5999367,2,USA,False,False
836,5999367,3310,VEN,False,False
837,5999367,916,VEN,False,False
838,5995581,2430,USA,False,True
839,5995581,1456,VEN,False,True
840,5995581,3558,USA,False,False
841,5995581,2298,EGY,False,False
842,5648645,2895,EGY,False,False
843,5648645,1032,VEN,False,False
844,5648645,2100,VEN,False,False
845,5364403,2390,VEN,False,False
846,5364403,2520,RUS,False,False
847,5364403,428,USA,False,False
848,6321592,734,USA,True,True
849,6321592,1068,VEN,False,False
850,6321592,793,USA,False,False
851,5456645,959,VEN,False,False
852,5456645,2256,VEN,True,True
853,5456645,2422,VEN,False,False
854,6129017,395,USA,True,True
855,6129017,3274,USA,False,False
856,6129017,2971,USA,True,True
857,357505,2762,ROU,False,False
858,357505,983,EGY,False,False
859,357505,1903,VEN,False,False
860,6051651,1505,VEN,False,False
861,6051651,1818,USA,False,False
862,6051651,3219,VEN,False,False
863,6048727,1112,VEN,False,False
864,6048727,1409,USA,False,False
865,6048727,1295,USA,False,False
866,961616,2218,USA,False,False
867,961616,1622,VEN,False,False
868,961616,3514,VEN,False,False
869,828900,845,USA,False,False
870,828900,3364,USA,False,False
871,828900,1356,VEN,False,True
872,828900,2974,EGY,True,True
873,828900,1342,VEN,False,False
874,494222,981,VEN,False,False
875,494222,3479,USA,False,False
876,494222,1448,VEN,False,False
877,439663,589,PER,False,False
878,439663,3490,VEN,False,False
879,439663,2552,VEN,False,False
880,659949,3364,USA,False,False
881,659949,3304,VEN,True,False
