comment_id,comment_text
253560,"It's obvious  that the man hates pussy, lol, I guess everyone has the right to not like something, but when you go into someone else's Place, and grab there pussy they love so much and then grab there pussy right in front of them!!, and then beat it up real bad, he must be a real bad man!!!!!!"
253631,"What a shameful, stupid anti-semitic comment."
253687,"actually, that first paragraph is a bastardization of William F Buckley quotes.  and these right wing nut cases are no less pathetic than the left wing nut jobs voting for Sanders or Team Billary. Notice I used a capital S when defining your Stupidity."
253735,"I'm going to smoke pot just to make this fair. Ten years ago we had just as many stoners as we do today. DUH. For decades the police have had to be trained for impairment, which included pot. DUH. We have spent hundreds of billions of dollars on prohibition that empowered the black market, and caused crime to increase. yet a simpleton like you fails to grasp youre profound stupidity has lost the war on drugs, people no longer buy into your refer madness lies/propaganda, and it totally sucks to be you. On behalf of the stoners of Oregon, thank you for your ability to continue to humiliate yourself in public for our entertainment."
253764,"David and Charles Koch card is soooooo over played by the left it appears as ridiculous anymore. A quick check of the facts at least those openly known tell a far different story on who is spending money to control the establishment in both D and R parties.

http://www.thegatewaypundit.com/2014/02/evil-koch-brothers-rank-59-in-political-donations-behind-18-different-unions/

https://docs.google.com/document/d/1DjwyrBp31d4r81P4H7eVjXwJ0R3IMhpO3C67_uGIqXU/edit

The real stupidity comes when individuals or groups like Codepink claim ""Koch Kills Democracy"" When true democracy is nonexistent in the use of super delegates by democrats.  I believe it's safe to say they don't call them the donkey party because of their intelligent."
253791,"ISIS like to rape women, send him to ISIS."
253860,"The PC local liberal good old boy club permeates Eugene like the KKK of the 1950's south is in full campaign mode to put a babbling ignorant fool with 0 experience into office of Mayor to replace Queen Piercy. You can cut and paste their talking points, and gee, these clones are doing just that."
253909,Red lights? When did they start that crap?
254115,"What a pile of shit.
I love Bruce and I could write a better case against Bruce than this rubbish !"
254222,"I just - I just can't tell if you're serious. It's baffling. I'm baffled.

So, Martin, are you telling us you invoked your grandfather as a virtue signal of your own working-class credibility, despite never having met him? How impossibly disrespectful of you. I'm glad your grandfather has passed; it spares him the heart-stabbing shame of an ungrateful, pedantic little snot of a grandson who would seek to ride his coveralls into righteousness. He deserves better than someone like you.

The simple line in Atlantic City- 

 put on your stockings, babe / night's getting cold 

has more weight as art than anything a weak-tea punk like you could create in a million lifetimes. I was deeply moved by that single, almost whispered line when I bought the album at the age of 22, in the year 2000. Did you know he recorded that record alone, on a 4-track? Do you even know what a 4-track is? He covered Suicide on that record, in 1982. 

Do you even know who Suicide is, you smarmy little creep?"
254780,Nice come-back to quite a stupid comment.
254837,creating additional taxes that removes money from the local economy and given to the highly inefficient government to spend.... NOW THAT'S A FOOLS ERRAND
254902,It would be nice to know whom I am addressing but the RG editorial board only hides behind unsigned editorials while mandating everyone else sign theirs. Had this educated wonder done their homework...The State of Alaska legalized marijuana in 1975 when their State Supreme Court ruled their citizens have the constitutional right to grow and consume marijuana. The federal government waging a war on drugs did nothing. Not even the Reagan administration went after the State of Alaska. Now that other states have done the same through the vote....this argument is ridiculous.
254965,Damn Christians!
255170,You all need to quit talking about shit that is irrelevant. What's relevant is that a beautiful young woman is gone. Say some prayers for her children that got left behind and her mother who is devastated. It doesn't matter what info the police released or didn't release. It's really none of anyone's business until it is determined what exactly happened. The register guard really needs to stop with the publicity shit as well and allow a mother to grieve for her daughter without constantly having that wound reopens. Have some respect .
255938,Hate Kalis for this very reason. Same crap going on in the PNW too. Bastards.
256012,horseshit mister mayor!
256080,"No, they are WOEFULLY IGNORANT and are ALLOWING THE FEDERAL GOVERNMENT to deny the CONSTITUTION."
256558,"Only a left wing moron could write such a ridiculous headline.  How about "" Why do virtually all terrorists turn out to be MUSLIMS?"""
256951,Buy the damn thing for a low price and be done with this nonsense.
257130,I left him troller. And eff to the big fuckin fuck you. And you like to judge don't you. Glass houses
257279,I wont hold my breath a liberal bigot like you will ever take a hard look at just how mentally ill you are and get help
257394,"Actually,  I do think voters are stupid and deserve what they elect. If they are swayed by advertising so be it. YOU can NOT deny speech to anyone - no matter how they pool their funds. Get over the Bill of Rights and move on."
257498,"Problem:  The deluded and corrupt fools leading the legislative majorities have a lock on power because they keep getting reelected by their loyal but clueless constituents, largely due to gerrymandered districts.  The rest of us can't vote them out of office if we're not in their districts.

 Solution:  Take the majority away from them.  How?  By voting out any of your own legislators that are in the majority.  Even though they might be reasonably good reps, if they're in the majority, they're part of the problem because they empower the likes of Chenault and his cronies.  If you don't like what this legislature is doing, you need to sacrifice your own reps to fix it."
257756,"What the fuck is with this 'civil comments' horseshit? We don't have ENOUGH censorship from these communist fuckwits at ADN?!!

ADN CAN FUCKING CHOKE."
257767,"The jackasses at Anchorage Daily News have cooked up a new censorship scheme for their comments sections...you now have to rate other people's comments as 'civil' or 'not civil.' The idea is that they won't have to waste their time censoring you, they'll get everyone else to do it for them. For you to post, you have to rate other people's comments. For your post to get through, they have to rate yours.

HOW FUCKING NAZI IS THIS?!!

They're too lazy to censor you themselves. But they have to make sure YOU get censored, so they dump that job on other commenters.

FUCK YOU ADN."
257768,"The jackasses at Anchorage Daily News have cooked up a new censorship scheme for their comments sections...you now have to rate other people's comments as 'civil' or 'not civil.' The idea is that they won't have to waste their time censoring you, they'll get everyone else to do it for them. For you to post, you have to rate other people's comments. For your post to get through, they have to rate yours.

HOW FUCKING NAZI IS THIS?!!

They're too lazy to censor you themselves. But they have to make sure YOU get censored, so they dump that job on other commenters.

FUCK YOU ADN."
257794,"year after year this criminal dysfunction continued, and knowing it was going on the county board, city council and RG editorial board covered it up and promoted LCFM through Orwellian fraud. As is the repeated pattern throughout this policy history, all whistleblowers are DOA at the RG. It finally became so vulgar not even the social swine at LCFM could handle the stench coming off their social pig sty, and the city council finally removed their director who took the fall for doing LCFM corrupt board of directors criminal dirty work, and the city council placed a community babysitter over them the county had called for 12 years earlier to assure this obnoxious criminal dysfunction did not continue like it did. While the city and county have put lipstick and a dress on this social swine, you still have a pig that cannot remotely pass legal scrutiny. The hypocrisy is staggering. (to be continued)"
257898,"Miserable?  Me? Over white guilt?  No, not at all.

How about you Don?....No?....I didn't think so.....

Just being you is misery enough for anyone."
258393,Craig is a so-called conservative troll on the payroll to try and shutdown liberal thinkers that post  comments.
258667,"Senator, I'm jaded.  Too often ""We must invest in Alaska's future"" is analogous to one fool convincing other fools into believing they can get a pile of granite rocks to burn.  They gather the rocks,  pour gasoline (i.e. state money) onto the rocks, throw a match and BOOM - there comes a huge ball of fire, with plenty of heat and smoke. They immediately celebrate their collective genius and return to the house.  The next day they go outside and discover nothing but a pile of warm rocks. So what do the do?  They try again to get the granite rocks to burn and again they fail. 
 So then they decide that they chose the wrong type of rocks. So they gather shale rocks  which are a different color (yet  just as inert).  Proclaiming they have found the solution they pour even more gasoline (state money) onto this ""new"" pile of rocks and the cycle repeats itself with exactly the same results.
 Saddly,  until the gasoline (state money) runs out they never quit trying to get those rocks to burn."
258860,"If people want to be so stupid to use this stuff let them kill them selves, do no worry about why spend money to help them when they do not want it.it is"
258983,"§ 19. Right to Keep and Bear Arms
A well-regulated militia being necessary to the security of a free state, the right of the people to keep and bear arms shall not be infringed. The individual right to keep and bear arms shall not be denied or infringed by the State or a political subdivision of the State.

Save a Nation; Shoot a Democrat.
http://www.people.virginia.edu/~mmd5f/revere.htm"
259064,"Socialism, FAILS EVERY TIME. Always has, always will. Welfare idiots love handouts, always have , always will."
259070,Well said. Another misfit socialist failure. Bernie is proof that babies still get dropped on their heads.
259196,"Had no idea there were so many stinkin, rotten, douchebag democrats in our great state....wow...."
259265,"Lumber sexual, metro sexual,  ----sexual, sheesh  does everything have to be sexual? Stupid terms from sex drenched folks of limited outlook IMO. But I think the Alaska Tuxedo is cool - in the late 50's and early 60's many Alaska guys wore them including my dad."
259421,They later came out and said they had counted cards from Hillary supporters who had left early and she ended up with 86 votes.  What a screw up.
259571,"I am 56 years old, I am not your fucking junior pal. What you are saying makes no sense. I don't know what you are basing this on. The cheap black market crap is still coming up from Mexican nationals, and the good stuff from BC and Humbolt.  The I5 corridor is still just as busy, and they are still making a ton of money. Nothing has really changed except that the legal market has made it easy for anyone of legal age to buy it.  And the legal market is controlled by corporate growers with million dollar facilities, or a co-op of smaller growers. The Federal government ""war on drugs"" really has no impact on the legal market in Oregon. I don't see any glutton of weed, whatever that means."
259980,"""Free shit for everyone"" supporters have no clue what you're talking about, but you're right. Their tax rates for their middle class are unbearable and discouraging."
260143,Because donald trump is a hateful windbag with old family money; Obama earned his way into the presidency within the law.
260373,"No, not at all. Stop with your ""then you admit"" crap. I admitted no such thing."
260669,"Lela, for an educated lady and a writter you certainly seem ignorant of basic facts."
260735,"All people had to do was read the pamplet that was mailed out explaining SB21 before it was voted on to see it was terrible. Get rid of SB21 now! Dont take it personal big oil, its just bad business. Its  very ignorant to put it bluntly."
260933,Exactly. These scandalous groups plan this crap while the average person knows not what goes on.
261013,"You have your mind made up, so do I, facts do not interest you, so I will bid you goodbye. Do continue to espouse taking from the rich and giving to the poor and when there are no rich left, you will find someone else to blame. Look honey, you cannot make the poor rich by making the rich poor, but you go on with that and lemme know how that hopey changy thing works out for you.
Did that idiot do anything he promised, or do you stick to the socialist mantra regardless of how they actually perform? Oh, that was a rhetorical question. It means you don't need to answer it. I'm outta heah, ya'll play nice now, y'heah?"
261034,Microagression and liberal white guilt.
261077,"On the one hand liberal dementia demands we protect every last acre of ""farmland"" from development, and then on the other hand liberal dementia demonizes the farmer for irrigating their fields. No matter how many times liberal bigots flag the post and remove it, it doesn't change the fact they are despicable staggering hypocrites."
261130,"Holy smokes, color me clueless. I have lived in Alaska since I was born 61 years ago. I have never seen racism here except for stupid southern oil workers. And then it was always just talk. I swear I must be blind, because I truly have never seen it! I was always proud to be from somewhere that it doesn't exist. Have I entered a terrible universe? What you people are saying greatly concerns and confuses me."
261199,"Exactly how are Ms. Dodd's mere words more harmful than the deep-seated and pervasive criminal behavior of Portland negros?

Did anyone bother to note that many corrections deputies are black?

Is it ""racist"" when a black deputy turns the firehose on a misbehaving negro inmate?

What if he hoses down a white tweeker? Is that racist?"
261940,"If you ain't white you ain't right ...story of Alaska since white people ""inclemented"" natives ...."
262198,"The gay community is the most oppressive organization out there and your comment reflects that! They allow NO DISSENT, yet this country is built on it."
262379,"It appears Christgau has been reading some far left wing lunatic polls talk about ""minimal education"". LOL"
262480,"I'm glad the RG published this idiot's ugly picture.  As heinous of a crime he committed, he needs to be publically punished.  He needs a real spanking before shipping him off, to prison.  What an animal!"
262721,the 47% DONKEY congress is in the same 11% boat.
262994,darn federal over-reach
263196,"My god, how dare you confuse this person with simple facts! You have some nerve. Thank God the RG gives the truly stupid people of Eugene a voice on their op-ed page."
263244,dumber than a 5th grader ...check my poll
263290,"They are corrupted. They will act in the same manner, corrupted."
263635,prosecute the bastards.
263644,"I explained to Junior the father of conservatism was a pot head who advocated legalization, and why ripping on Jay as a tea party conservative was profoundly stupid. I then pointed out just how stupid it is to be boasting of the pitiful tax revenue collected to justify legalization. Legalization is about basic human rights, not pathetic tax revenue collected."
263916,"I explained exactly why you are an ignorant fool who has absolutely no idea what you are talking about. You just proved my point all the more as you are incapable of refuting anything I referenced exposing your ignorance.  talk about snarky jerks and windbags, you called out a county commissioner running your mouth like a snarky windbag jerk, pawning off pure ignorant stupidity as fact. Like a coward you will not address the facts I referenced, and as usual post something more fit for a public bathroom wall."
263993,"A pot head telling the rest to stay off drugs, stupid."
264071,"Red Light running with a wreck and/or injury should be a jailable offense. It is incredibly stupid and dangerous. It is beyond reckless. It is selfish, inconsiderate, and foolish."
264091,"Canada's ash my ass, its Alaska's ash!"
264175,"Eligible Americans appear to enjoy Medicaid, Medicare, Social Security, Unemployment Benefits, Workers' Comp., Corbel; and so will you when and if you live long enough to enjoy the first three federal bennies.  Stop being a hypocrite."
264192,"Wow dumber than dumb,..Lol"
264250,FUCK YOU!!!!!
264372,And the reason they brought the drugs down there is because..... There are plenty of idiots who are willing to blow their paychecks on it.
264444,"This is one of the stupid things anti-gun people say: They list every shooting as a preventable tragedy, even if it is an act of self-defense. Do you ever stop to think that perhaps this is as positive of an outcome as can be? No, then you'd actually have to admit your stance on guns is ignorant."
264520,You proved my point. You are incapable of posting anything remotely intelligent. When your profound stupidity is exposed with facts you cannot refute you are incapable of manning up because you have no idea how to be a man. Every time you flag the post like a coward you make my point.
264557,I sure hope that dog was able to bite that asshole before he was killed- and wyatt that is the stupidest answer you have given! he probably died protecting his owner and I give him kudos for hopefully biting or injuring the shooter who tried to kill his owner
264813,"old soul, you post ignorant stupidity time and time again, and then when your ignorant stupidity is thoroughly debunked with facts you cannot refute you are incapable of manning up as you have no idea how to be a man. Like most liberals you are a gutless coward who flags the post then responds with a grade school insult with all the debate skills of a stoned 14 year old drop out loser who can't handle his weed. No matter how many times you flag the post you're still a chicken&^%$ coward who makes crackheads sound bright and educated. But I will always say in defense of liberals like you, you can only work with the *^$# fer brains you were born with. You are most assuredly the biggest coward on this board."
264846,Why not just shoot him and put him in the freezer?
264918,"This is so ridiculous. Take the lousy government out of our bodies, sex lives and bedrooms. Let the religious right clean up their own stoops and get out of birth control. I don't agree   with abortion. I don't think many women do, but religion has a double standard. The legislators are pushing beans instead of fixing tax credits."
265078,I meant re: Young's class. He only yells at people who know he is a stupid old man out of touch with Alaska and reality.
265090,"I expect such gutless cowardly behavior from you. I expect you to post stupidity online, they run like a gutless coward when your stupidity is addressed with facts you cannot refute. You do stupidity and chicken*&^% better than anyone else in this forum. Run coward run."
265164,Free shit for everyone! No thanks! Pay your own way.
265186,What an ugly little bigot you are.
265357,"Matthews pestered Trump as in badgered, hounded, nagged, hassled etc. him into saying something stupid. This from a guy who once said he was glad Hurricane Sandy hit the northeast because it helped Obama get elected. I don't support Trump, just think Matthews is a hypocrite and dirtbag."
265501,"Margaret Conaway, thank you for your excellent letter!  And yes Kelly is insane."
265553,"Wow, this trash is regarded as journalism... that is what is wrong with the education of our peoples.  Where is the headline "" Murkowski tries to railroad state and gov by keeping us locked into resource raping with no renewables in sight""  As anyone who was in Fairbanks on Monday for the Senate Energy hearing can offer freely..... what an utter and total sham.  Not a single panelist was a representative for what over 76% of the entire states wants and even willing to use our PFD to finance...."
265603,"remove their clitoris and sew their vaginas closed... alah, alah, alah Donald Trump.."
265704,"Redheads are a problem. Quick to take offense, quick to reach for the knife. My sister is a perfect example."
265771,hahaha Yeah we dont do dumb ass shit like this....we are real criminals who help the economy that these citizens suck dry.
265817,"And these morons even admit, ""it's not what the public wants""! Guess they'll learn what the public wants next election."
265958,"Silly goose, and you say your $6 billion dam is a great project? LOL"
266159,April fools!  This is a joke right? You are supposed to at least pretend you're not completely inept and corrupt. SMH
266182,"Are u stupid... did you not read article small amount of Marijuana...... massive amounts of meth and herion .... yep blame it on weed.... you obviously  never smoked any. If so you would realize a ""reffer"" head would have been to lazy and hungry to steal a boat.. as a matter of fact. I guarantee  alcohol  which is legal same as Marijuana  played huge part in this... not defending the meth heads or tweakers out there,  but really your simple minded antics are what is wrong with our community..."
266305,"So where is Silent Bill Walker's voice on this issue?  You would think a leader would say: "" Kids, cut the crap and go to your rooms, in the Atwood.""  But no word from Silent Bill.  The next we hear from Walker will be his crying about how we need to give him PFD and tax money to buy a TajMahawker for his kids."
266388,What a jerk.  Sounds like he should drink less of his product.
266455,"OK, so-called Last Patriot, what about Catholic priests that hide behind their collar as they're raping children and they just get moved from parish to parish.  Isn't this the height of hypocrisy?  And what about the Catholic gay or lesbian church member.  Don't they have rights too?  This issue will wind back up in the US Supreme Court where it needs to be."
266639,Is this a joke wasting tax payers money like this. Just stupid and a waste of time. Grow up juneau
266728,"Umm yes they do actually becuase I know the person that was involved and he did have a very nice red truck, you guys with all your opinions and acuzatiins, yes I think they fucked up tremendously but JAIL in not the key, there ADDICTS Obviously and NEED fucking help PERIOD..."
267288,This peer review of comments is communist censorship horseshit. Fuck ADN and their censorship.
267488,you're a complete idiot boyd. an idiot beyond measure. a troglodyte living under a rock for the last thousand years could tell you a story or two about marjuana. but you're far too austere and stupid for a world with anyone but yourself inhabiting it.
267571,"Either you're being sarcastic or just an idiot Boyd, because you CAN'T be that thick...."
267587,Sounds like he is the only crazy one.
267759,"Right, thanks to lower oil prices, and also for charging for every stupid thing that used to be free."
267953,"Sooooo, by your logic, Medred is the perv? Yeah. We ladies love to be protected by big, Bluto, stupid guys like yourself. No wonder we are self-sufficient."
267960,"Young, you lost my vote.  Kasich is a fool & a liar.  If you knew him this long you should know this."
268034,I lost my damn comment!  Crap Pluto.  I had a good one that I thought we could discuss.
268173,"The only ones who favor this are educated morons who have never ran a business in their life, have absolutely no idea what it takes to make payroll much less create jobs, because the only thing they have ever ran is their mouth and frankly they suck at that too. Unions are the ones backing this profound stupidity as they are masters at killing business and jobs while bankrupting communities. They are bound and determined to return Oregon to the days we were known as Tax He11, USA and were in recession year after year running high unemployment."
268343,You would think the Don would like the Donald: they are both idiots.
268506,"HER miles...Where's the damn ""Edit"" feature????"
268510,"Given the   effusion of  murder  and  death that   comes out of  Anchorage  daily,  perhaps   everyone who lives in AK   should wear  a  yellow  star that  says.....  I'm  Alaskan,  I'm   drunk  and I'm  stupid.  

Now, really,  you  know  that isn't going  to fly.   Come live rurally  in the  lower 48  and  you'll find   exactly   the  same  crap  occurring   daily.  

Blame it on substance abuse, yes, I'll get  on  that train. It is everywhere  and  anywhere  people   live.   Don't  blame it  on a village  in AK because  it  is   even more  prevalent  outside the  villages."
268541,"We  don't know that it  was  swept under the carpet.   Craig  would like us to think so, but   Sarah Stokey  says  no,  she's  been  made whole, the ITC  is with her,   stay the  F out  of  the  discussion  as  she asked .      Sarah was   there, not   Craig,  and  not  you, or  I  or  anyone  else.  Crap  like that  happens   umpteen times  a day,  in Nome,  Fairbanks,  Anchorage,  Juneau  and  every other  town, city, village  in or out  of   Alaska.       Yes, it  is often  due to  substance  abuse,  which  could be  anything    from   homebrew    to    legally purchased  alcohol,  or  further  into  illegal  drugs.  

The  fact  that  it is  Nulato  and during  the Iditarod   doesn't  change the  fact  that  this  sort  of  crap  behavior   also  occurs   everywhere  humans   choose to  be stupid.  The  thousand  miles  between   Anchorage and  Nome  are  safer  than  staying  11  days in Anchorage."
268647,"Using and dealing marijuana? It really isn't a question just a fact no one starts out shooting heroin. So keep on smoking Oregon look what you have to look forward to ""that damn heroin""."
268664,"""educated morons"""
268853,"7 posts later you still have failed to address the facts I stated that humiliate your deluded opinion posted. First off, I do not meet strangers online for lunch. I have far better things to do. Secondly, if you can't address the facts referenced here, meeting you will be a complete waste of time because you will run like a coward at lunch as well. And no, you are a shameless liar. I do not call people morons if they do not respond to my posts ""fast enough."" I do call people like you a moron because no matter how many times your profoundly ignorant and deluded opinions are debunked with facts you can never, ever, refute, you will defend your ignorance to the death by puking grade school insults like slurring my Chickasaw name, and that Junior, is an effen MORON. A moron who lies to deflect way off subject."
269068,and your post reminds me there is no cure for stupidity. you're screwed Junior
269124,"I speak from experience, and have been in several close call fender benders because the fool in front of me wasn't paying attention to traffic and the light turning green, and was busy handing $1 to a social parasite professionally begging. AG Loretta Lynch stated illegal aliens were OBLIGATED to work our jobs when they travel here because no one has the right to leech off others to get out of their obligation to work and support themselves. I expect mentally challenged people, especially liberals, to fail to understand the 1st amendment does not empower others to harass people for money to get out of their responsibility to look for work and support themselves. This is why I stick to private property, business who can legally throw these bums out. I don't expect people like you to understand the dignity I and my Chickasaw family have when we were homeless."
269132,"The only morons I see hear are those who rated your comment as ""civil""."
269275,I have to wonder what ballistics performance out of an 8-inch barrel is actually like? Probably sucks.
269403,"Cool, let's go shoot more sh*t!!!"
269682,Fuck this asshole and fuck ADN with it's fascist peer reviewed comment censorship.
269688,"you can remove the post all you want, the fact still remains your post reminds me there is no cure for stupidity, you're screwed Junior"
269721,robo calls are despicable. the morons who upheld them on the grounds they're political free speech are the same mindless idiots who claim professional begging in the streets is a 1st amendment issue.
269764,"“Government! Three fourths parasitic and the other fourth Stupid fumbling.” 
― Robert A. Heinlein"
270320,"I have yet to hear a plausible  argument why a community should ban cannibis related businesses...it's usually a ""reefer madness"" style statement about "" not wanting that here"".... Well.... Unless you're walking around with a bag on your head you'd notice it's already here.....

Don't be stupid , KPB...."
270418,"Geez, what a friggin ditz..."
270430,Go ahead do it...just pay their fare/hotel to Alaska....anything to look good on the oil field. Damn State.
270448,"""Rampage,"" I've been on the slope so spare me. Morons paid 6 figures to stand around in the cold talking about safety with a smirk all day. You, on the other hand, know nothing about what I do. A lot of us libs make good money and are fine with paying taxes because we appreciate what we're a part of."
270519,"$20,000 warrant? These stupid kids put every driver on that road in danger of being killed, plus Trooper. Shoot them!"
270547,Well then YOU'RE NOT LISTENING!  Read. Understand. Reduce the stupid!! GO BERNIE!!
270672,"Yeah, unfortunately, we have way more than our fair share of morons in Alaska. And, they vote."
270722,Stupid is as stupid does.  No place to hide and no place to run too.
270725,You're just begging for a good bitch slapping aren't you?....
271064,What a freakin idiot
271319,"Here is a better idea, reduce the tax, & regulatory burden so that the U.S. companies are not forced to look elsewhere in order to survive.
 Unfortunately, the Obama Democrats are economic idiots, who view those that create  jobs as, at best, a cash cow to be milked to death, at worst, the enemy."
271421,Yet another softball issue for this idiot. Still not impressed with Ohio Dan.
271533,Sounds like the girl's mom needs the rotten fruit treatment.
271673,Oil made Alaska a crap hole. I'm hoping the lack of it will make Alaska great again!
271847,"So...  You used to be into commercial bands that were once great back in the 1990's (Smashing Pumpkins, NIN). Then, you ""discovered"" Crust Punk and completely flipped over the course of a year. Now, you listen to commercial bands that are shitty now (Pearl Jam, TEB) and lament upon what an ""asshole"" your former Crust self use to be. 

So long. Punk is not missing you."
271939,"Yes, but the government does have the right to shield the taxpayers from having to bear the cost of rescuing the stupid ones at Arctic Man!"
272236,"I didn't mean to ""like"" my own comment  (darn computers)."
272289,No not like the rest of us. She was fired because she was a corrupt crook. It was her choice.
